source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,Watched North Dakota’s Rep. Kevin Cramer easily win debate with Senator Heidi Heitkamp. Great job Kevin you will be a great Senator!,10-21-2018 02:45:20,20807,93931,false,1053839625679183872
Twitter for iPhone,All levels of government and Law Enforcement are watching carefully for VOTER FRAUD including during EARLY VOTING. Cheat at your own peril. Violators will be subject to maximum penalties both civil and criminal!,10-21-2018 00:36:13,45084,141329,false,1053807130120200192
Twitter for iPhone,Beautiful afternoon in Elko Nevada. Thank you! Get out and VOTE TODAY!! #MAGA🇺🇸#JobsNotMobs https://t.co/0pWiwCq4MH https://t.co/AKfGzjrqCM,10-20-2018 20:12:52,11561,49297,false,1053740855016574976
Twitter for iPhone,Heading to Nevada to help a man who has become a good friend Senator Dean Heller. He is all about #MAGA and I need his Help and Talent in Washington. Also Adam Laxalt will be a GREAT GOVERNOR and has my complete and total Endorsement. Winners Both!,10-20-2018 16:30:00,14669,61412,false,1053684769991454721
Twitter for iPhone,Leaving Arizona after a fantastic Rally last night in Mesa honoring and for Martha @RepMcSally McSally. She is an inspiration &amp; will be a GREAT SENATOR for the people of Arizona. Her opponent is a Nancy Pelosi puppet really bad for State. Early Voting NOW! Will be back soon.,10-20-2018 16:19:05,15167,65821,false,1053682023066288128
Twitter for iPhone,Rick Scott is known as easily one of the best Governors in the USA. Florida is setting records in almost every category of success. Amazing achievement-the envy of the World. Ron DeSantis will build on this success. His incompetent opponent will destroy Florida - next Venezuela!,10-20-2018 15:03:27,18722,67448,false,1053662989272793089
Twitter for iPhone,Ron @RonDeSantisFL DeSantis is working hard. A great Congressman and top student at Harvard &amp; Yale Ron will be a record setting governor for Florida. Rick Scott gave him tremendous foundations to further build on. His opponent runs one of the worst &amp; most corrupt cities in USA!,10-20-2018 14:56:32,18604,64395,false,1053661248217202688
Twitter for iPhone,Get out and Early Vote for Brian Kemp. He will be a GREAT GOVERNOR for the State of Georgia!,10-20-2018 14:46:00,16221,61981,false,1053658596712431616
Twitter for iPhone,Georgia Secretary of State Brian Kemp will be a great governor. He has been successful at whatever he has done and has prepared for this very difficult and complex job for many years. He has my Strong Endorsement. His opponent is totally unqualified. Would destroy a great state!,10-20-2018 14:43:02,17070,66334,false,1053657849606234112
Twitter for iPhone,If the Democrats would stop being obstructionists and come together we could write up and agree to new immigration laws in less than one hour. Look at the needless  pain and suffering that they are causing. Look at the horrors taking place on the Border. Chuck &amp; Nancy call me!,10-20-2018 14:35:39,32030,110699,false,1053655992649506821
Twitter for iPhone,Beautiful evening in Mesa Arizona with GREAT PATRIOTS - thank you! https://t.co/0pWiwCq4MH #MAGARally🇺🇸replay: https://t.co/6vHEaB37VH https://t.co/pHmU6pMKh7,10-20-2018 03:17:36,11754,50064,false,1053485357734408192
Twitter for iPhone,This was outside of the massive totally full hangar tonight in Mesa Arizona! https://t.co/0pWiwCq4MH #MAGA🇺🇸 https://t.co/7mx98y515I,10-20-2018 03:13:08,24115,91331,false,1053484232138358785
Twitter for iPhone,On my way - see you all shortly! https://t.co/0pWiwCq4MH https://t.co/ahDmLiwPZi,10-20-2018 01:23:25,11615,54655,false,1053456620334678016
Twitter for iPhone,WOW - Mesa Arizona! Look forward to joining everyone soon. Something’s happening!! #MAGA🇺🇸 https://t.co/z6LNGYoICO,10-20-2018 00:51:02,16335,67517,false,1053448472156749824
Twitter for iPhone,This is what it is all about for the Republican Party! #JobsNotMobs https://t.co/8OabccPec5,10-19-2018 23:47:06,23141,84582,false,1053432380860456960
Twitter for iPhone,#JobsNotMobs! https://t.co/U1suRW5j6G,10-19-2018 18:41:29,21237,73712,false,1053355470449127424
Twitter for iPhone,Beto O’Rourke is a total lightweight compared to Ted Cruz and he comes nowhere near representing the values and desires of the people of the Great State of Texas. He will never be allowed to turn Texas into Venezuela!,10-19-2018 17:34:07,27178,99454,false,1053338516501889025
Twitter for iPhone,Secretary of State Mike Pompeo was never given or shown a Transcript or Video of the Saudi Consulate event. FAKE NEWS!,10-19-2018 17:26:19,32297,80294,false,1053336553391452161
Twitter for iPhone,When referring to the USA I will always capitalize the word Country!,10-19-2018 14:04:45,19967,108497,false,1053285828892463109
Twitter for iPhone,Congressman Andy Biggs is doing a great job for Arizona and our Country! https://t.co/V561vXRpzx,10-19-2018 14:02:49,11308,46774,false,1053285341610668034
Twitter for iPhone,#JobsNotMobs!,10-19-2018 03:23:02,29518,99009,false,1053124336637247493
Twitter for iPhone,Jon Tester says one thing to voters and does the EXACT OPPOSITE in Washington. Tester takes his orders form Pelosi &amp; Schumer. Tester wants to raise your taxes take away your 2A open your borders and deliver MOB RULE. Retire Tester &amp; Elect America-First Patriot Matt Rosendale!,10-19-2018 03:11:46,22422,77524,false,1053121500151074817
Twitter for iPhone,Thank you Missoula Montana. Get out and VOTE for @MattForMontana and @GregForMontana!! #MAGA🇺🇸https://t.co/6XgaceUu1e https://t.co/nEndInSOhw,10-19-2018 01:54:52,11691,46496,false,1053102147888328704
Twitter for iPhone,The only thing keeping Tester alive is he has millions and millions of dollars from outside liberals and leftists who couldn’t care less about our Country!,10-19-2018 00:11:14,17698,70271,false,1053076069564071936
Twitter for iPhone,Will be landing soon. Looking forward to seeing our next Senator from Montana Matt Rosendale. He will represent our Country well far better than Jon Tester who will vote with Cryin’ Chuck Schumer and Nancy Pelosi - never with us!,10-19-2018 00:04:52,13560,62640,false,1053074465150578688
Twitter for iPhone,Prime Minister @AbeShinzo of Japan has been working with me to help balance out the one-sided Trade with Japan. These are some of the investments they are making in our Country - just the beginning! https://t.co/ib2yB3Akkt,10-18-2018 23:49:45,14243,49094,false,1053070661302669312
Twitter for iPhone,Thank you Mexico we look forward to working with you! https://t.co/wf7sE0DHFT,10-18-2018 22:51:42,22170,79234,false,1053056054295113728
Twitter for iPhone,Look forward to being there. Something’s happening! #MAGA https://t.co/Cev7giQexE,10-18-2018 21:22:53,13930,53314,false,1053033702253424640
Twitter for iPhone,Can you believe this and what Democrats are allowing to be done to our Country? https://t.co/4aDpASkjIU,10-18-2018 20:04:03,26523,68403,false,1053013864244219904
Twitter for iPhone,All Republicans support people with pre-existing conditions and if they don’t they will after I speak to them. I am in total support. Also Democrats will destroy your Medicare and I will keep it healthy and well!,10-18-2018 19:43:32,28187,100413,false,1053008701026693122
Twitter for iPhone,See you tonight Missoula Montana! #MAGARally🇺🇸https://t.co/2HZ66y4BS7,10-18-2018 16:46:09,9772,41583,false,1052964059056885760
Twitter for iPhone,.@StateDept @SecPompeo outside of the West Wing after our meeting this morning in the Oval Office... https://t.co/4GrmMdOhS1,10-18-2018 15:53:10,8768,36030,false,1052950726907969536
Twitter for iPhone,Secretary of State Mike Pompeo returned last night from Saudi Arabia and Turkey. I met with him this morning wherein the Saudi situation was discussed in great detail including his meeting with...,10-18-2018 15:40:23,9078,44145,false,1052947507238658049
Twitter for iPhone,...the Crown Prince. He is waiting for the results of the investigations being done by the Saudis and Turkey and just gave a news conference to that effect.,10-18-2018 15:40:23,7626,37354,false,1052947510271111170
Twitter for iPhone,Congressman @DaveBratVA7th is one of the hardest working and smartest people in Washington. He is strong on the Border Crime the Military our Vets and the 2nd Amendment. He is a powerful vote for MAGA and loves the Great State of Virginia. Dave has my Total Endorsement!,10-18-2018 13:28:45,13909,54007,false,1052914382986973184
Twitter for iPhone,....The assault on our country at our Southern Border including the Criminal elements and DRUGS pouring in is far more important to me as President than Trade or the USMCA. Hopefully Mexico will stop this onslaught at their Northern Border. All Democrats fault for weak laws!,10-18-2018 11:45:43,24107,90065,false,1052888451199262725
Twitter for iPhone,....In addition to stopping all payments to these countries which seem to have almost no control over their population I must in the strongest of terms ask Mexico to stop this onslaught - and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!..,10-18-2018 11:35:06,39817,150942,false,1052885781675687936
Twitter for iPhone,I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala Honduras and El Salvador whose leaders are doing little to stop this large flow of people INCLUDING MANY CRIMINALS from entering Mexico to U.S.....,10-18-2018 11:25:54,23266,85238,false,1052883467430694912
Twitter for iPhone,Ever since his vicious and totally false statements about Admiral Ron Jackson the highly respected White House Doctor for Obama Bush &amp; me Senator John Tester looks to be in big trouble in the Great State of Montana! He behaved worse than the Democrat Mob did with Justice K!,10-18-2018 02:03:35,23979,89908,false,1052741954918866944
Twitter for iPhone,This afternoon it was my great honor to present @USMC Sergeant Major John Canley the Medal of Honor in the East Room of the @WhiteHouse! https://t.co/EI1DD4AkC9 https://t.co/6JJm1SRcQ9,10-17-2018 22:03:52,11683,56327,false,1052681628240281600
Twitter for iPhone,RT @USMC: LIVE from the White House: Sgt. Maj. John Canley becomes the 300th Marine to receive the Medal of Honor. https://t.co/sD93rrqaoZ,10-17-2018 20:11:53,11205,0,true,1052653446053154816
Twitter for iPhone,Congressman Neal Dunn (@DunnCampaign) of Florida has done an outstanding job at everything having to do with #MAGA. Now working hard on hurricane relief and rebuild. Strong on Crime strong on Borders loves our Military and our Vets. Neal has my highest Endorsement!,10-17-2018 19:36:08,12253,47578,false,1052644447853453312
Twitter for iPhone,College educated women want safety security and healthcare protections – very much along with financial and economic health for themselves and our Country. I supply all of this far better than any Democrat (for decades actually). That’s why they will be voting for me!,10-17-2018 19:24:44,22981,101102,false,1052641581650640903
Twitter Media Studio,https://t.co/mNkDYgu5sr,10-17-2018 17:52:36,9506,38114,false,1052618395722559488
Twitter Media Studio,https://t.co/MadlgNheSe,10-17-2018 17:41:26,8571,34457,false,1052615582560923648
Twitter Media Studio,https://t.co/CMxxW2fEDq,10-17-2018 17:38:17,10806,39554,false,1052614789828993024
Twitter Media Studio,https://t.co/afqHydsMB5,10-17-2018 17:29:30,8307,34063,false,1052612579099521024
Twitter for iPhone,“President Donald J. Trump is Following Through on His Promise to Cut Burdensome Red Tape and Unleash the American Economy”Read more: https://t.co/SrBaQzpq4E https://t.co/zF8fEsw3in,10-17-2018 17:18:53,8878,35943,false,1052609907344715777
Twitter for iPhone,RT @GOP: You can cast your ballot before Election Day in:➡️KS➡️NC➡️TNGet out and vote ➡️ https://t.co/YIO9A13Uio https://t.co/bxkCMApisn,10-17-2018 17:11:48,6378,0,true,1052608125839265792
Twitter for iPhone,RT @GOP: TODAY is the LAST day to register to vote in Massachusetts and Wisconsin!Register today ➡️ https://t.co/CZsNCAAomd https://t.co/3…,10-17-2018 17:11:45,4543,0,true,1052608114346926081
Twitter for iPhone,Republicans must make the horrendous weak and outdated immigration laws and the Border a part of the Midterms!,10-17-2018 13:48:25,17319,66398,false,1052556944068755456
Twitter for iPhone,Hard to believe that with thousands of people from South of the Border walking unimpeded toward our country in the form of large Caravans that the Democrats won’t approve legislation that will allow laws for the protection of our country. Great Midterm issue for Republicans!,10-17-2018 13:45:33,25401,85614,false,1052556222459727872
Twitter for iPhone,“Network News gave Zero coverage to the Big Day the Stock Market had yesterday.” @foxandfriends,10-17-2018 12:40:15,14039,58839,false,1052539788190986240
Twitter for iPhone,August job openings hit a record 7.14 million. Congratulations USA!,10-17-2018 12:31:18,16936,75826,false,1052537536961306625
Twitter for iPhone,AP headline was very different from my quote and meaning in the story. They just can’t help themselves. FAKE NEWS!,10-17-2018 12:09:52,13921,59262,false,1052532141941301248
Twitter for iPhone,Ted Cruz has done so much for Texas including massive cuts in taxes and regulations - which has brought Texas to the best jobs numbers in the history of the state. He watches carefully over your 2nd Amendment. O’Rourke would blow it all! Ted has long had my Strong Endorsement!,10-17-2018 12:00:11,20115,80076,false,1052529703800721408
Twitter for iPhone,Watched the debate last night &amp; Beto O’Rourke who wants higher taxes and far more regulations is not in the same league with Ted Cruz &amp; what the great people of Texas stand for &amp; want. Ted is strong on Crime Border &amp; 2nd A loves our Military Vets Low Taxes. Beto is a Flake!,10-17-2018 11:52:19,20321,78161,false,1052527724143763456
Twitter for iPhone,“Trump could be the most honest president in modern history. When you look at the real barometer of presidential truthfulness which is promise keeping he is probably the most honest president in American history. He’s done exactly what he said he would do.” Marc Thiessen WPost,10-17-2018 11:30:21,22603,87996,false,1052522197347119104
Twitter for iPhone,Stock Market up 548 points today. Also GREAT jobs numbers!,10-17-2018 02:39:24,13600,70215,false,1052388580734263297
Twitter for iPhone,Elizabeth Warren is being hammered even by the Left. Her false claim of Indian heritage is only selling to VERY LOW I.Q. individuals!,10-17-2018 02:36:30,20544,91859,false,1052387851088867330
Twitter for iPhone,Anybody entering the United States illegally will be arrested and detained prior to being sent back to their country!,10-17-2018 01:24:30,42553,170768,false,1052369731959820292
Twitter for iPhone,We have today informed the countries of Honduras Guatemala and El Salvador that if they allow their citizens or others to journey through their borders and up to the United States with the intention of entering our country illegally all payments made to them will STOP (END)!,10-17-2018 01:19:20,36164,134998,false,1052368431201341447
Twitter for iPhone,I will be interviewed tonight by Trish Regan on @FoxBusiness at 8:00 P.M. right after the great Lou Dobbs!,10-16-2018 23:43:42,8215,44908,false,1052344365442588673
Twitter for iPhone,RT @FoxBusiness: TONIGHT: @POTUS talks 2020 election in an exclusive interview with @trish_regan. Don't miss the full interview on 'Trish R…,10-16-2018 23:28:44,7162,0,true,1052340597900627968
Twitter for iPhone,WOW John James is making headway in Michigan. We are bringing jobs back to the State and the People of Michigan appreciate it. Debbie Stabenow has been no help if anything a major hindrance. John James is a star I hope the voters see it. Polls are tightening!,10-16-2018 18:50:54,27033,97159,false,1052270676982333442
Twitter for iPhone,...during the call and told me that he has already started and will rapidly expand a full and complete investigation into this matter. Answers will be forthcoming shortly.,10-16-2018 18:40:19,10273,44451,false,1052268013876064256
Twitter for iPhone,Just spoke with the Crown Prince of Saudi Arabia who totally denied any knowledge of what took place in their Turkish Consulate. He was with Secretary of State Mike Pompeo...,10-16-2018 18:40:18,13828,52922,false,1052268011900555265
Twitter for iPhone,REGISTER TO https://t.co/0pWiwCHGbh! #MAGA🇺🇸 https://t.co/ACTMe53TZU,10-16-2018 16:22:11,12848,43910,false,1052233253040640001
Twitter for iPhone,RT @WhiteHouse: https://t.co/RNqLpOtS3O,10-16-2018 16:18:08,11200,0,true,1052232230972678145
Twitter for iPhone,Is it really possible that Bruce Ohr whose wife Nellie was paid by Simpson and GPS Fusion for work done on the Fake Dossier and who was used as a Pawn in this whole SCAM (WITCH HUNT) is still working for the Department of Justice????? Can this really be so?????,10-16-2018 15:26:33,24807,82900,false,1052219253384994816
Twitter for iPhone,“Conflict between Glen Simpson’s testimony to another House Panel about his contact with Justice Department official Bruce Ohr. Ohr was used by Simpson and Steele as a Back Channel to get (FAKE) Dossier to FBI. Simpson pleading Fifth.” Catherine Herridge. Where is Jeff Sessions?,10-16-2018 15:18:51,12973,46688,false,1052217314463100928
Twitter for iPhone,“Federal Judge throws out Stormy Danials lawsuit versus Trump. Trump is entitled to full legal fees.” @FoxNews Great now I can go after Horseface and her 3rd rate lawyer in the Great State of Texas. She will confirm the letter she signed! She knows nothing about me a total con!,10-16-2018 15:04:32,28414,122638,false,1052213711295930368
Twitter for iPhone,Incredible number just out 7036000 job openings. Astonishing - it’s all working! Stock Market up big on tremendous potential of USA. Also Strong Profits. We are Number One in World by far!,10-16-2018 14:12:06,22836,89441,false,1052200515608690688
Twitter for iPhone,For the record I have no financial interests in Saudi Arabia (or Russia for that matter). Any suggestion that I have is just more FAKE NEWS (of which there is plenty)!,10-16-2018 13:15:18,20394,77598,false,1052186219696803841
Twitter for iPhone,“8X more new manufacturing jobs now than with Obama.” @FoxNews  @cvpayne,10-16-2018 13:08:24,15776,68976,false,1052184484941049857
Twitter for iPhone,The United States has strongly informed the President of Honduras that if the large Caravan of people heading to the U.S. is not stopped and brought back to Honduras no more money or aid will be given to Honduras effective immediately!,10-16-2018 13:05:04,42070,143613,false,1052183647552491521
Twitter for iPhone,“Op-Ed praises Trump Administrations efforts at the Border.” @FoxNews  The  Washington Examiner States “Finally the government has taken steps to stop releasing unaccompanied minors to criminals and traffickers.” This was done by the Obama Administration!,10-16-2018 12:55:38,13410,52994,false,1052181272137801728
Twitter for iPhone,Thank you to the Cherokee Nation for revealing that Elizabeth Warren sometimes referred to as Pocahontas is a complete and total Fraud!,10-16-2018 12:24:51,29846,122783,false,1052173526919196672
Twitter for iPhone,Now that her claims of being of Indian heritage have turned out to be a scam and a lie Elizabeth Warren should apologize for perpetrating this fraud against the American Public. Harvard called her “a person of color” (amazing con) and would not have taken her otherwise!,10-16-2018 12:16:35,22831,91857,false,1052171444082360320
Twitter for iPhone,Pocahontas (the bad version) sometimes referred to as Elizabeth Warren is getting slammed. She took a bogus DNA test and it showed that she may be 1/1024 far less than the average American. Now Cherokee Nation denies her “DNA test is useless.” Even they don’t want her. Phony!,10-16-2018 12:06:31,28140,121754,false,1052168909665824769
Twitter for iPhone,TOGETHER WE WILL PREVAIL! https://t.co/C1TLMVkDmt,10-16-2018 00:26:23,18861,85114,false,1051992718807830529
Twitter for iPhone,Open enrollment starts today on lower-priced Medicare Advantage plans so loved by our great seniors. Crazy Bernie and his band of Congressional Dems will outlaw these plans. Disaster!,10-15-2018 23:51:59,20232,76165,false,1051984061860904960
Twitter for iPhone,RT @WhiteHouse: Thank you to the law enforcement first responders and state local and Federal officials who are helping in recovery eff…,10-15-2018 22:27:00,10508,0,true,1051962675255603200
Twitter for iPhone,RT @WhiteHouse: "First responders @fema the job they've done is incredible" President @realDonaldTrump said as he toured damage from #Hu…,10-15-2018 22:03:23,9147,0,true,1051956730156994560
Twitter for iPhone,Just arrived in Florida. Also thinking about our GREAT Alabama farmers and our many friends in North and South Carolina today. We are with you!,10-15-2018 15:45:43,12979,71582,false,1051861686842474496
Twitter for iPhone,On our way to Florida and Georgia!,10-15-2018 13:48:13,9396,64737,false,1051832118165139458
Twitter for iPhone,Just spoke to the King of Saudi Arabia who denies any knowledge of whatever may have happened “to our Saudi Arabian citizen.” He said that they are working closely with Turkey to find answer. I am immediately sending our Secretary of State to meet with King!,10-15-2018 12:37:05,21273,83290,false,1051814214212485120
Twitter for iPhone,Will be leaving for Florida and Georgia with the First Lady to tour the hurricane damage and visit with FEMA First Responders and Law Enforcement. Maximum effort is taking place everyone is working very hard. Worst hit in 50 years!,10-15-2018 12:25:13,11710,62217,false,1051811228362919938
Twitter for iPhone,The crowds at my Rallies are far bigger than they have ever been before including the 2016 election. Never an empty seat in these large venues many thousands of people watching screens outside. Enthusiasm &amp; Spirit is through the roof. SOMETHING BIG IS HAPPENING - WATCH!,10-15-2018 12:11:29,28046,117484,false,1051807774894624768
Twitter for iPhone,“The only way to shut down the Democrats new Mob Rule strategy is to stop them cold at the Ballot Box. The fight for America’s future is never over!” Ben Shapiro,10-15-2018 11:46:39,26942,100364,false,1051801524857384960
Twitter for iPhone,RT @realDonaldTrump: I will be interviewed on “60 Minutes” tonight at 7:00 P.M. after NFL game. Enjoy!,10-14-2018 22:44:59,12126,0,true,1051604811530072066
Twitter for iPhone,Thank you to NBC for the correction! https://t.co/L2mX3vREOl,10-14-2018 19:54:20,18641,77749,false,1051561865061502977
Twitter for iPhone,Thank you! https://t.co/CrExOML9Mi,10-14-2018 19:45:05,15753,74452,false,1051559539605164034
Twitter for iPhone,RT @IVT2020: @realDonaldTrump https://t.co/cvYbnieQ4H,10-14-2018 19:44:20,7675,0,true,1051559350047821826
Twitter for iPhone,I will be interviewed on “60 Minutes” tonight at 7:00 P.M. after NFL game. Enjoy!,10-14-2018 19:39:16,12126,71664,false,1051558072433463297
Twitter for iPhone,Will be interviewed tonight by @LesleyRStahl on @60Minutes @CBSNews at 7:30 P.M. Eastern. Enjoy! https://t.co/eUTAP0u0Uh,10-14-2018 18:06:16,3645,14066,false,1051534671807467520
Twitter for iPhone,Princess Eugenie of York was a truly beautiful bride yesterday. She has been through so much and has come out a total winner!,10-14-2018 14:02:07,10345,70726,false,1051473226109513728
Twitter for iPhone,NBC News has totally and purposely changed the point and  meaning of my story about General Robert E Lee and General Ulysses Grant. Was actually a shoutout to warrior Grant and the great state in which he was born. As usual dishonest reporting. Even mainstream media embarrassed!,10-14-2018 13:56:12,30920,117653,false,1051471737068670977
Twitter for iPhone,Congratulations to Tucker Carlson on the great success of his book “Ship of Fools.” It just went to NUMBER ONE!,10-14-2018 03:53:09,20295,100420,false,1051319975795933184
Twitter for iPhone,Big day! Pastor Andrew Brunson who could have spent 35 years in a Turkish prison was returned safely home to his family today. Met in Oval Office great people! Then off to Kentucky for a Rally for Congressman Andy Barr. Tremendous crowd &amp; spirit! Just returned to White House.,10-14-2018 03:42:43,16885,87639,false,1051317348496490496
Twitter for iPhone,Thank you Kentucky! #MAGA🇺🇸https://t.co/iCUqrQ91gF https://t.co/xwsa1S2dIU,10-14-2018 01:16:43,12754,55710,false,1051280606536105984
Twitter for iPhone,On my way to Richmond Kentucky for a MAKE AMERICA GREAT AGAIN rally at 7:00pmE. The crowds are once again massive. See everyone in a couple of hours! #MAGA https://t.co/D1FYNgW0nL https://t.co/d0VBFeePLk,10-13-2018 21:06:19,9896,46627,false,1051217592554323973
Twitter for iPhone,WELCOME HOME PASTOR ANDREW BRUNSON! https://t.co/HijeAGU1gy,10-13-2018 20:48:09,19823,86481,false,1051213021115285504
Twitter for iPhone,https://t.co/uIaENHQoPK,10-13-2018 20:42:22,11524,50809,false,1051211563946975233
Twitter for iPhone,Heading to the Great State of Kentucky - Big Rally for Congressman Andy Barr - Fantastic guy need his vote for MAGA! Strong on Crime Tax Cuts Military Vets &amp; 2nd A. His opponent will NEVER vote for us only for Pelosi. Andy has my Strongest Endorsement!!! See you in Kentucky.,10-13-2018 17:52:26,15940,72264,false,1051168800324931584
Twitter for iPhone,Highly respected Congressman Keith Rothfus (R) of Pennsylvania is in the fight of his life because the Dems changed the District Map. He must win. Strong on crime borders big tax &amp; reg cuts Military &amp; Vets. Opponent Lamb a Pelosi puppet-weak on crime. BIG ENDORSEMENT FOR KEITH,10-13-2018 17:43:02,26519,91501,false,1051166436029358081
Twitter for iPhone,“From a Turkish prison to the White House in 24 hours.”  Kristin Fisher of @FoxNews   Very cool!,10-13-2018 17:03:06,14849,73661,false,1051156386179141632
Twitter for iPhone,There was NO DEAL made with Turkey for the release and return of Pastor Andrew Brunson. I don’t make deals for hostages. There was however great appreciation on behalf of the United States which will lead to good perhaps great relations between the United States &amp; Turkey!,10-13-2018 14:17:57,24261,101249,false,1051114825391239169
Twitter for iPhone,Pastor Andrew Brunson released by Turkey will be with me in the Oval Office at 2:30 P.M. (this afternoon). It will be wonderful to see and meet him. He is a great Christian who has been through such a tough experience. I would like to thank President @RT_Erdogan for his help!,10-13-2018 14:06:26,16916,75130,false,1051111923788513281
Twitter for iPhone,Happy 243rd Birthday to our GREAT @USNavy! #243NavyBday https://t.co/m1YtoKSHFw,10-13-2018 13:31:27,12713,57185,false,1051103122163204097
Twitter for iPhone,RT @realDonaldTrump: Don’t miss our GREAT @FLOTUS Melania on @ABC @ABC2020 tonight at 10pmE. Enjoy!,10-13-2018 01:17:01,11257,0,true,1050918295690465280
Twitter for iPhone,Beautiful MAKE AMERICA GREAT AGAIN rally in Lebanon Ohio. Thank you! #ICYMI watch here: https://t.co/UGQAmARPKR https://t.co/6nsoV8yTx3,10-13-2018 00:30:16,10638,48028,false,1050906531162677248
Twitter for iPhone,The GREAT football (and lacrosse) player Jim Brown outside the West Wing of the @WhiteHouse. He is also a tremendous man and mentor to many young people! https://t.co/yo7MxoGL6C,10-12-2018 22:14:44,21564,87883,false,1050872423317471232
Twitter for iPhone,https://t.co/HHTwwbuKa2,10-12-2018 22:02:19,10396,45161,false,1050869299567562752
Twitter for iPhone,RT @WhiteHouse: https://t.co/IqLBKtgNEf,10-12-2018 21:30:27,8953,0,true,1050861279529893888
Twitter for iPhone,Happy #NationalFarmersDay! With the recent #USMCA our GREAT FARMERS will do better than ever before!! https://t.co/PMS4z2EScY,10-12-2018 19:37:27,8398,38336,false,1050832839678353410
Twitter for iPhone,Don’t miss our GREAT @FLOTUS Melania on @ABC @ABC2020 tonight at 10pmE. Enjoy!,10-12-2018 19:10:51,11251,57063,false,1050826148131860480
Twitter for iPhone,People have no idea how hard Hurricane Michael has hit the great state of Georgia. I will be visiting both Florida and Georgia early next week. We are working very hard on every area and every state that was hit - we are with you!,10-12-2018 18:09:17,16976,82790,false,1050810652271529984
Twitter for iPhone,PROMISES MADE PROMISES KEPT! https://t.co/2lk8Fjspe4,10-12-2018 16:43:13,18566,60597,false,1050788995377049601
Twitter for iPhone,REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/EOCLoJJ24B,10-12-2018 15:57:52,13815,43308,false,1050777580553588738
Twitter for iPhone,PASTOR BRUNSON JUST RELEASED. WILL BE HOME SOON!,10-12-2018 14:26:00,27625,125672,false,1050754462405537798
Twitter for iPhone,My thoughts and prayers are with Pastor Brunson and we hope to have him safely back home soon!,10-12-2018 13:59:06,13840,77930,false,1050747691062493185
Twitter for iPhone,So nice everyone wants Ivanka Trump to be the new United Nations Ambassador. She would be incredible but I can already hear the chants of Nepotism! We have great people that want the job.,10-12-2018 13:54:46,14131,76446,false,1050746600916754432
Twitter for iPhone,Working very hard on Pastor Brunson!,10-12-2018 13:42:04,12514,68058,false,1050743405578457093
Twitter for iPhone,RT @FLGuard: There are serious communication issues in the Panhandle after #HurricaneMichael. If you are worried about someone visit https…,10-11-2018 22:49:26,6839,0,true,1050518765828489217
Twitter for iPhone,RT @WhiteHouse: President Trump provides an update on the response to Hurricane Michael: https://t.co/zmnHXKakYw,10-11-2018 22:14:23,6122,0,true,1050509946880708611
Twitter for iPhone,RT @WhiteHouse: Moments ago President Trump signed the Music Modernization Act which will close loopholes in our digital royalty laws to…,10-11-2018 17:23:27,15619,0,true,1050436733039534080
Media Studio,https://t.co/xJ9QYGMJXa,10-11-2018 16:21:53,9063,42377,false,1050421238429077505
Media Studio,https://t.co/rsxEwbFZht,10-11-2018 14:43:33,8973,38898,false,1050396488839430144
Media Studio,https://t.co/h47S6T9u8V,10-11-2018 14:41:01,8797,39414,false,1050395852466995202
Twitter for iPhone,Florida Highway Patrol Troopers are all en route to the Panhandle from all across the state of Florida - to help those affected by #HurricaneMichael. If you see them be sure to shake their hands and say THANK YOU! #LESM https://t.co/rB7uNBudY5,10-11-2018 03:44:00,18518,83413,false,1050230507689189381
Twitter for iPhone,Thank you to @FEMA and all First Responders! #HurricaneMichael https://t.co/vwN8BbrkkJ,10-11-2018 01:35:15,9842,48376,false,1050198107969982464
Twitter for iPhone,Thank you Jacksonville Sheriff’s Office! #HurricaneMichael https://t.co/fuy7stLMJI,10-11-2018 01:33:21,10402,47413,false,1050197632524660736
Twitter for iPhone,Massive overflow crowd tonight in Erie Pennsylvania. THANK YOU to everyone who came out and joined us. Together we are MAKING AMERICA GREAT AGAIN! https://t.co/FkPNNVpccX,10-11-2018 01:00:18,23802,92539,false,1050189312904581120
Twitter for iPhone,Thank you Erie Pennsylvania! Remember to get out and VOTE! #MAGA🇺🇸 https://t.co/X8IEW8h9qP,10-11-2018 00:52:29,11285,46233,false,1050187347860627456
Twitter for iPhone,RT @fema: It’s extremely important to keep sheltering in a safe place and to stay aware as #Michael continues to move inland! https://t.co/…,10-10-2018 22:33:48,3700,0,true,1050152447119908864
Twitter for iPhone,RT @USNationalGuard: LIVE UPDATE: @AlabamaNG @GeorgiaGuard @FLGuard and @NCNationalGuard vehicles and personnel are staged and ready to p…,10-10-2018 22:33:37,3249,0,true,1050152401112637440
Twitter for iPhone,RT @WhiteHouse: Earlier today: President @realDonaldTrump joined by Homeland Security @SecNielsen listens as @FEMA_Brock briefs reporters…,10-10-2018 21:05:08,4652,0,true,1050130133410045952
Twitter for iPhone,Couldn’t let these great people down. They have been lined up since last night - see you soon Pennsylvania! https://t.co/jSrsmncw85,10-10-2018 21:01:55,11788,53981,false,1050129323724816388
